url,location,latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
https://www.zolo.ca/ottawa-real-estate/97-haxby-private,"97+Haxby+Private,Hunt+Club+Park-greenboro+Ottawa",45.3467286,-75.6656,K1T 3C2,15,Residential,Row Unit,1987,3,3,2,1,0,0,"315,000"
https://www.zolo.ca/ottawa-real-estate/169-cowley-avenue,"169+Cowley+Avenue,Ottawa+West+Ottawa",45.4037505,-75.7453541,K1Y 0G8,53,Residential,Semi Detached,2020,4,3,3,1,30.48,7.62,"1,349,000"
https://www.zolo.ca/ottawa-real-estate/458-king-edward-avenue/206-h,"206+H+-+458+King+Edward+Avenue,Sandy+Hill+Ottawa",45.4271658,-75.6846348,K1N 0B4,95,Residential,Apartment,2015,2,2,1,1,0,0,"369,900"
https://www.zolo.ca/ottawa-real-estate/330-loretta-avenue/506,"506+-+330+Loretta+Avenue,West+Centre+Town+Ottawa",45.3965002,-75.7119817,K1S 4E8,75,Residential,Apartment,2010,1,1,1,1,0,0,"375,000"
https://www.zolo.ca/ottawa-real-estate/307-galston-private,"307+Galston+Private,Eastboro+Ottawa",45.4310173,-75.5101537,K1W 0G3,1,Residential,Stacked,2013,2,2,1,0,0,0,"392,000"
https://www.zolo.ca/ottawa-real-estate/21a-cedar-road,"21+Cedar+Road,Rothwell+Heights+Ottawa",45.4487747,-75.6063518,K1J 6L6,35,Lots/Acreage,,,,,,,92.2,24.48,"868,000"
https://www.zolo.ca/ottawa-real-estate/21-cedar-road,"21+Cedar+Road,Rothwell+Heights+Ottawa",45.4487747,-75.6063518,K1J 6L6,35,Lots/Acreage,,,,,,,85.74,24.48,"886,000"
https://www.zolo.ca/ottawa-real-estate/813-tabaret-street,"813+Tabaret+Street,Trailwest+Ottawa",45.2768569,-75.867522,K2M 0E4,42,Residential,Row Unit,2011,3,3,3,1,31.5,7.78,"560,000"
https://www.zolo.ca/ottawa-real-estate/243-245-bolton-street,"243+Bolton+Street,Ottawa+Ottawa",45.4355128,-75.6926748,K1N 5B5,77,Residential,Semi Detached,,3,2,4,0,30.18,11.09,"1,250,000"
https://www.zolo.ca/ottawa-real-estate/30-monkland-avenue,"30+Monkland+Avenue,The+Glebe+Ottawa",45.4078048,-75.6856972,K1S 1Y9,83,Residential,Detached,,7,7,7,2,27.43,22.86,"2,350,000"
https://www.zolo.ca/ottawa-real-estate/1380-prince-of-wales-drive/704,"704+-+1380+Prince+Of+Wales+Drive,Carleton+Square+Ottawa",45.3696336,-75.7029089,K2C 3N5,51,Residential,Apartment,1975,2,1,1,1,0,0,"234,900"
https://www.zolo.ca/ottawa-real-estate/154-viewmount-drive,"154+Viewmount+Drive,Crestview/meadownlands+Ottawa",45.3427297,-75.7318094,K2G 3B7,62,Residential,Semi Detached,,3,2,6,1,34.32,11.3,"500,000"
https://www.zolo.ca/ottawa-real-estate/31-winding-way,"31+Winding+Way,Winding+Way+Ottawa",45.2894482,-75.7003786,K2C 3H1,11,Lots/Acreage,,,,,,,67.97,30.56,"1,099,000"
https://www.zolo.ca/ottawa-real-estate/100-champagne-avenue/610,"610+-+100+Champagne+Avenue,West+Centre+Town+Ottawa",45.3983203,-75.711752,K1S 4P4,80,Residential,Apartment,2013,1,1,0,0,0,0,"369,900"
https://www.zolo.ca/ottawa-real-estate/6419-old-richmond-road,"6419+Old+Richmond+Road,Richmond/twin+Elm+Ottawa",45.2310082,-75.8087121,K0A 2Z0,1,Residential,Detached,1988,4,5,20,3,93.2,126.78,"999,900"
https://www.zolo.ca/ottawa-real-estate/309-cumberland-street/501,"501+-+309+Cumberland+Street,Byward+Market+Ottawa",45.4258494,-75.6857901,K1N 7J1,96,Residential,Apartment,1987,2,2,1,1,0,0,"289,000"
https://www.zolo.ca/ottawa-real-estate/6728-notre-dame-street,"6728+Notre+Dame+Street,Chateauneuf+Ottawa",45.4654371,-75.5336082,K1C 1H3,54,Residential,Detached,2020,4,3,6,2,96.48,11.29,"689,000"
https://www.zolo.ca/ottawa-real-estate/111-cheltenham-private,"111+Cheltenham+Private,Chateaus+Of+Hunt+Club+Ottawa",45.3428187,-75.689301,K1V 0L5,30,Residential,Row Unit,1984,3,3,2,1,0,0,"398,000"
https://www.zolo.ca/ottawa-real-estate/127-clegg-street,"127+Clegg+Street,Ottawa+East+Ottawa",45.407289,-75.6744462,K1S 5P7,47,Residential,Detached,2018,3,4,2,2,24.06,9,"1,725,000"
https://www.zolo.ca/ottawa-real-estate/530-de-mazenod-avenue/901,"901+-+530+De+Mazenod+Avenue,Ottawa",45.4086952,-75.6747604,K1S 5W8,52,Residential,Apartment,2020,3,3,2,2,0,0,"1,695,000"
https://www.zolo.ca/ottawa-real-estate/250-fountain-place/113f,"113F+-+250+Fountain+Place,Sandy+Hill+Ottawa",45.4330885,-75.6726137,K1N 9N7,79,Residential,Stacked,1992,2,3,1,1,0,0,"499,900"
https://www.zolo.ca/ottawa-real-estate/200-rideau-street/1609,"1609+-+200+Rideau+Street,Byward+Market+Ottawa",45.4274754,-75.6883037,K1N 5Y1,97,Residential,Apartment,2008,1,1,0,0,0,0,"399,900"
https://www.zolo.ca/ottawa-real-estate/429-somerset-street/107,"107+-+429+Somerset+Street,Centre+Town+Ottawa",45.4188401,-75.6886918,K2P 2P5,95,Residential,Apartment,2003,1,1,0,0,0,0,"325,000"
https://www.zolo.ca/ottawa-real-estate/1585-rosebella-avenue,"1585+Rosebella+Avenue,Blossom+Park+Ottawa",45.3473657,-75.6305593,K1T 1E9,46,Residential,Detached,1955,3,2,5,1,30.18,18.29,"669,000"
https://www.zolo.ca/ottawa-real-estate/3535-st-joseph-boulevard/94,"94+-+3535+St+Joseph+Boulevard,Terra+Nova+Estates+Ottawa",45.4878225,-75.492181,K1C 1T1,10,Residential,Detached,1976,2,1,5,0,0,0,"130,000"
https://www.zolo.ca/ottawa-real-estate/52-cleadon-drive,"52+Cleadon+Drive,Crystal+Beach+Ottawa",45.3440346,-75.8358056,K2H 5P3,8,Residential,Detached,1962,4,2,3,1,30.48,19.81,"699,000"
https://www.zolo.ca/ottawa-real-estate/158a-mcarthur-avenue/910,"910+-+158+Mcarthur+Avenue,Chateau+Vanier+Ottawa",45.4306971,-75.6632178,K1L 7E7,76,Residential,Apartment,1977,2,1,1,1,0,0,"255,500"
https://www.zolo.ca/ottawa-real-estate/56-stevenson-avenue,"56+Stevenson+Avenue,Carlington+Ottawa",45.3869397,-75.7269942,K1Z 6N1,69,Residential,Detached,1925,4,2,3,0,30.49,12.35,"799,000"
https://www.zolo.ca/ottawa-real-estate/238-besserer-street/216,"216+-+238+Besserer+Street,Sandy+Hill+Ottawa",45.4276512,-75.6859629,K1N 6B1,95,Residential,Apartment,2012,2,2,0,0,0,0,"450,000"
https://www.zolo.ca/ottawa-real-estate/1827-kingsdale-avenue,"1827+Kingsdale+Avenue,Blossom+Park+Ottawa",45.350866,-75.6198882,K1T 1H7,31,Residential,Detached,1950,4,4,5,2,30.54,29.72,"699,000"
https://www.zolo.ca/ottawa-real-estate/2778-quinn-road,"2778+Quinn+Road,Emerald+Woods/sawmill+Creek+Ottawa",45.3163405,-75.6244554,K1T 3V5,1,Residential,Detached,1965,6,2,15,3,90.53,39.62,"878,000"
https://www.zolo.ca/ottawa-real-estate/1939-caprihani-way,"1939+Caprihani+Way,Springridge+Ottawa",45.4809849,-75.4609587,K4A 4T4,16,Residential,Detached,2004,6,4,6,2,40.02,15.24,"799,900"
https://www.zolo.ca/ottawa-real-estate/20-the-driveway-avenue/406,"406+-+20+The+Driveway+Avenue,Golden+Triangle+Ottawa",45.4194649,-75.6846786,K2P 1C8,82,Residential,Apartment,1974,2,2,1,1,0,0,"1,099,900"
https://www.zolo.ca/ottawa-real-estate/25-nirmala-drive,"25+Nirmala+Drive,Cumberland+Estates+Ottawa",45.5067675,-75.3814822,K4C 1A9,1,Lots/Acreage,,,,,,,133.97,54.81,"375,000"
https://www.zolo.ca/ottawa-real-estate/245-kent-street/706,"706+-+245+Kent+Street,Centretown+Ottawa",45.4162921,-75.6999007,K2P 0A5,97,Residential,Apartment,2009,1,1,0,0,0,0,"369,900"
https://www.zolo.ca/ottawa-real-estate/235-kent-street/1903,"1903+-+235+Kent+Street,Centre+Town+Ottawa",45.4165446,-75.6994549,K2P 1Z9,96,Residential,Apartment,2010,2,2,1,1,0,0,"617,500"
https://www.zolo.ca/ottawa-real-estate/170-blenheim-drive,"170+Blenheim+Drive,Rockcliffe+Park+Ottawa",45.4530719,-75.6637077,K1L 5B5,25,Residential,Detached,1960,4,3,6,2,30.48,30.48,"1,349,900"
https://www.zolo.ca/ottawa-real-estate/14-manchester-street,"14+Manchester+Street,Stittsville+Ottawa",45.258205,-75.9224493,K2S 0R8,45,Residential,Detached,2020,5,3,6,2,32.4,17.68,"985,000"
https://www.zolo.ca/ottawa-real-estate/411-mackay-street/808,"808+-+411+Mackay+Street,Lindenlea/new+Edinburgh+Ottawa",45.4393629,-75.6777214,K1M 2K5,83,Residential,Apartment,2017,2,3,2,2,0,0,"949,900"
https://www.zolo.ca/ottawa-real-estate/324-clemow-avenue,"324+Clemow+Avenue,The+Glebe+Ottawa",45.4017146,-75.6994164,K1S 2B8,57,Residential,Detached,,4,4,2,1,33.53,15.24,"1,588,000"
https://www.zolo.ca/ottawa-real-estate/5409-boundary-road,"5409+Boundary+Road,Navan+Ottawa",45.342481,-75.4408392,K4B 1P6,1,Commercial,,1962,,,4,,127.23,24.38,"599,000"
https://www.zolo.ca/ottawa-real-estate/283-fountainhead-drive,"283+Fountainhead+Drive,Mer+Bleue/bradley+Estates+Ottawa",45.4245634,-75.5108119,K1W 0N9,1,Residential,Row Unit,2020,3,3,2,1,28.69,6.46,"567,900"
https://www.zolo.ca/ottawa-real-estate/50-burnside-avenue/504,"504+-+50+Burnside+Avenue,Mechanicsville+Ottawa",45.4085342,-75.7321965,K1Y 2M2,53,Residential,Apartment,1982,2,1,1,0,0,0,"399,900"
https://www.zolo.ca/ottawa-real-estate/42-huntings-end-avenue,"42+Huntings+End+Avenue,Bridlewood+Ottawa",45.2910279,-75.8638108,K2M 1R3,44,Residential,Detached,1989,6,4,6,2,33.53,15.24,"679,000"
https://www.zolo.ca/ottawa-real-estate/506-moodie-drive,"506+Moodie+Drive,Westcliffe+Estates+Ottawa",45.3155322,-75.8298542,K2H 8A7,50,Residential,Detached,1958,5,2,4,0,44.67,16.91,"699,000"
https://www.zolo.ca/ottawa-real-estate/682-churchill-avenue-north/301,"301+-+682+Churchill+Avenue,Westboro+Ottawa",45.3956873,-75.7559802,K1Z 5G5,67,Residential,Apartment,2010,2,1,1,1,0,0,"399,900"
https://www.zolo.ca/ottawa-real-estate/8373-rowan-drive,"8373+Rowan+Drive,Metcalfe+Ottawa",45.2372233,-75.4635219,,6,Single Family,,1984,7,2,,,,,"479,900"
https://www.zolo.ca/ottawa-real-estate/137-medhurst-drive,"137+Medhurst+Drive,Tanglewood+Ottawa",45.3353029,-75.7496425,K2G 4J9,32,Residential,Detached,1986,6,4,5,2,30.48,15.24,"700,000"
https://www.zolo.ca/ottawa-real-estate/205-bolton-street/412,"412+-+205+Bolton+Street,Lower+Town+Ottawa",45.4350851,-75.6938192,K1N 1K7,74,Residential,Apartment,2006,1,1,1,1,0,0,"389,900"
https://www.zolo.ca/ottawa-real-estate/343-shakespeare-street,"343+Shakespeare+Street,Vanier+Ottawa",45.4399523,-75.6570489,K1L 5M1,71,Residential,Detached,,2,2,3,0,28.96,10.06,"479,900"
https://www.zolo.ca/ottawa-real-estate/179-george-street/2203,"2203+-+179+George+Street,Ottawa",45.4290087,-75.6878022,K1N 1J8,97,Residential,Apartment,2006,2,2,1,1,0,0,"629,900"
https://www.zolo.ca/ottawa-real-estate/428-sparks-street/1603,"1603+-+428+Sparks+Street,Centretown+Ottawa",45.4176326,-75.708778,K1R 0B3,81,Residential,Apartment,2015,2,2,1,1,0,0,"725,000"
https://www.zolo.ca/ottawa-real-estate/100-champagne-avenue-south/402,"402+-+100+Champagne+Avenue,Little+Italy+Ottawa",45.3983203,-75.711752,K1S 4P4,79,Residential,Apartment,2013,1,1,1,1,0,0,"434,900"
https://www.zolo.ca/ottawa-real-estate/2013-prince-of-wales-drive,"2013+Prince+Of+Wales+Drive,Rideau+Shores+Ottawa",45.3452559,-75.6994615,K2C 3J7,15,Lots/Acreage,,,,,,,138.38,42.67,"799,900"
https://www.zolo.ca/ottawa-real-estate/235-kent-street/1215,"1215+-+235+Kent+Street,Centre+Town+Ottawa",45.4165446,-75.6994549,K2P 1Z9,96,Residential,Apartment,2009,2,2,1,1,0,0,"514,000"
https://www.zolo.ca/ottawa-real-estate/1508-beaverpond-drive/d,"D+-+1508+Beaverpond+Drive,Pineview+Ottawa",45.4228632,-75.6000797,K1B 3R8,34,Residential,Row Unit,1976,3,3,1,0,0,0,"289,900"
https://www.zolo.ca/ottawa-real-estate/180-york-street/905,"905+-+180+York+Street,Lower+Town+Ottawa",45.4296856,-75.6885901,K1N 1J8,97,Residential,Apartment,2003,1,1,0,0,0,0,"296,900"
https://www.zolo.ca/ottawa-real-estate/180-york-street/410,"410+-+180+York+Street,Ottawa+Ottawa",45.4296856,-75.6885901,,97,,Apartment,,1,1,,,,,"329,000"
https://www.zolo.ca/ottawa-real-estate/1598-prince-of-wales-drive,"1598+Prince+Of+Wales+Drive,Carleton+Heights+Ottawa",45.3627411,-75.700717,K2C 1P3,49,Lots/Acreage,,,,,,,59.1,23.96,"699,000"
https://www.zolo.ca/ottawa-real-estate/199-slater-street/1909,"1909+-+199+Slater+Street,Centretown+Ottawa",45.4199156,-75.6989661,K1P 0C8,97,Residential,Apartment,2015,2,2,1,1,0,0,"562,000"
https://www.zolo.ca/ottawa-real-estate/168-goulburn-avenue,"168+Goulburn+Avenue,Sandy+Hill+Ottawa",45.4237217,-75.6727445,K1N 8E2,67,Residential,Semi Detached,1928,3,2,1,0,30.48,6.19,"849,900"
https://www.zolo.ca/ottawa-real-estate/519-kochar-drive,"519+Kochar+Drive,Prince+Of+Whales+On+The+Rideau+Ottawa",45.3611226,-75.6979328,K2C 4G9,24,Residential,Detached,2006,7,4,6,2,37.4,15.24,"1,299,000"
https://www.zolo.ca/ottawa-real-estate/260-cloverdale-road,"260+Cloverdale+Road,Rockcliffe+Park+Ottawa",45.4498727,-75.6730311,K1M 0X2,42,Residential,Detached,,5,4,6,1,31.7,38.85,"2,790,000"
https://www.zolo.ca/ottawa-real-estate/158b-mcarthur-avenue/1606,"1606+-+158+Mcarthur+Avenue,Chateau+Vanier+Ottawa",45.4306706,-75.6632267,K1L 8C9,76,Residential,Apartment,1971,2,1,1,1,0,0,"265,000"
https://www.zolo.ca/ottawa-real-estate/5274-driscoll-drive,"5274+Driscoll+Drive,Manotick+Long+Island+Ottawa",45.2395898,-75.6993062,K4M 1E9,8,Residential,Detached,1960,3,2,5,1,22.86,38.1,"699,000"
https://www.zolo.ca/ottawa-real-estate/64-crystal-beach-drive,"64+Crystal+Beach+Drive,Crystal+Beach+Ottawa",45.3465331,-75.8323458,K2A 0E8,11,Residential,Semi Detached,1962,5,3,3,0,30.19,11.43,"519,900"
https://www.zolo.ca/ottawa-real-estate/547-somerset-street-west,"547+Somerset+Street,Centretown+Ottawa",45.4132463,-75.7019687,K1R 5J9,90,Multifamily,,2018,,,1,,22.94,9.14,"2,800,000"
https://www.zolo.ca/ottawa-real-estate/247-berrigan-drive,"247+Berrigan+Drive,Longfields+-+Barrhaven+Ottawa",45.2803984,-75.7369001,K2J 5C4,38,Residential,Detached,2003,5,4,4,2,30.04,10.52,"729,900"
https://www.zolo.ca/ottawa-real-estate/3373-riverside-drive,"3373+Riverside+Drive,Revelstoke/mooneys+Bay+Ottawa",45.3535348,-75.6923094,K1V 8P3,9,Residential,Detached,1961,4,2,6,1,33.83,19.75,"624,900"
https://www.zolo.ca/ottawa-real-estate/263-cresthaven-drive,"263+Cresthaven+Drive,Chapman+Mills+Ottawa",45.2740802,-75.7081509,K2G 6W3,30,Residential,Row Unit,2003,3,3,2,1,26.82,7.5,"479,900"
https://www.zolo.ca/ottawa-real-estate/800-mckellar-avenue/101,"101+-+800+Mckellar+Avenue,Carlingwood+Ottawa",45.3750524,-75.7603559,K2A 2X5,74,Residential,Apartment,1986,2,1,1,1,0,0,"320,000"
https://www.zolo.ca/ottawa-real-estate/5646-ficko-crescent,"5646+Ficko+Crescent,Ottawa",45.28125,-75.6276176,K1X 1H3,1,Residential,Detached,2002,5,3,6,2,30.18,48.77,"569,000"
https://www.zolo.ca/ottawa-real-estate/151-bay-street/1206,"1206+-+151+Bay+Street,Centre+Town+Ottawa",45.4177878,-75.7060547,K1R 7T2,84,Residential,Apartment,1977,1,2,1,1,0,0,"424,900"
https://www.zolo.ca/ottawa-real-estate/207-harriot-private/37,"37+-+207+Harriot+Private,Hunt+Club/+Greenboro+Ottawa",45.3673839,-75.6372062,K1T 3C9,17,Residential,Row Unit,1987,2,2,2,1,0,0,"324,500"
https://www.zolo.ca/ottawa-real-estate/150-greenfield-avenue/301,"301+-+150+Greenfield+Avenue,Ottawa+East+Ottawa",45.4151017,-75.6800852,K1S 5W6,62,Residential,Apartment,2019,2,2,1,1,0,0,"508,400"
https://www.zolo.ca/ottawa-real-estate/2025-thistle-crescent,"2025+Thistle+Crescent,Alta+Vista+Ottawa",45.3934261,-75.6441945,K1H 5P4,22,Residential,Detached,1968,4,5,6,2,27.43,21.34,"1,244,900"
https://www.zolo.ca/ottawa-real-estate/200-rideau-street/2007,"2007+-+200+Rideau+Street,Sandy+Hill+Ottawa",45.4274754,-75.6883037,K1N 5Y1,97,Residential,Apartment,2009,2,2,1,1,0,0,"875,000"
https://www.zolo.ca/ottawa-real-estate/199-slater-street/604,"604+-+199+Slater+Street,Centre+Town+Ottawa",45.4199156,-75.6989661,K1P 0A6,97,Residential,Apartment,2016,0,1,0,0,0,0,"299,000"
https://www.zolo.ca/ottawa-real-estate/1025-richmond-road/2204,"2204+-+1025+Richmond+Road,Woodroffe+Ottawa",45.3755447,-75.7778244,K2B 8G8,62,Residential,Apartment,1979,2,2,1,1,0,0,"449,900"
https://www.zolo.ca/ottawa-real-estate/429-somerset-street-west/1111,"1111+-+429+Somerset+Street,Centretown+Ottawa",45.414756,-75.6983554,K2P 2P5,97,Residential,Apartment,2003,1,1,0,0,0,0,"399,900"
https://www.zolo.ca/ottawa-real-estate/459-highcroft-avenue,"459+Highcroft+Avenue,Westboro+Ottawa",45.3903991,-75.7513678,K1Z 5J3,77,Residential,Semi Detached,2020,3,4,2,1,30.48,7.62,"1,229,000"
https://www.zolo.ca/ottawa-real-estate/457-highcroft-avenue,"457+Highcroft+Avenue,Westboro+Ottawa",45.3904543,-75.7514088,K1Z 5J3,77,Residential,Semi Detached,2020,3,4,2,1,30.48,7.62,"1,229,000"
https://www.zolo.ca/ottawa-real-estate/84-rembrandt-drive,"84+Rembrandt+Drive,Embrun+Ottawa",45.2809748,-75.2609867,K0A 1W0,7,Residential,Detached,2006,5,5,6,2,31.78,23.14,"749,900"
https://www.zolo.ca/ottawa-real-estate/2445-clementine-boulevard,"2445+Clementine+Boulevard,Heron+Park+Ottawa",45.3765021,-75.6730171,K1V 8E1,65,Multifamily,,1950,,,5,,30.48,15.24,"899,900"
https://www.zolo.ca/ottawa-real-estate/305-clemow-avenue,"305+Clemow+Avenue,Ottawa+Ottawa",45.4026751,-75.6984251,,�,,3-Storey,,5,5,,,,,
https://www.zolo.ca/ottawa-real-estate/1605-digby-street,"1605+Digby+Street,Riverview+Park+Ottawa",45.4063554,-75.638026,K1G 0P5,48,Residential,Detached,1958,2,2,5,1,30.37,16.99,"789,900"
https://www.zolo.ca/ottawa-real-estate/428-sparks-street/701,"701+-+428+Sparks+Street,Centretown+Ottawa",45.4176326,-75.708778,K1R 0B3,81,Residential,Apartment,2015,1,1,0,0,0,0,"409,900"
https://www.zolo.ca/ottawa-real-estate/273-duncairn-avenue,"273+Duncairn+Avenue,Westboro+Ottawa",45.3860634,-75.7466271,K1Z 7H1,65,Residential,Detached,1948,3,1,6,2,29.08,19.37,"1,250,000"
https://www.zolo.ca/ottawa-real-estate/273-duncairn-avenue,"273+Duncairn+Avenue,Westboro+Ottawa",45.3860634,-75.7466271,K1Z 7H1,65,Residential,Detached,1948,3,1,6,2,29.08,19.37,"1,250,000"
https://www.zolo.ca/ottawa-real-estate/189-stanley-avenue,"189+Stanley+Avenue,New+Edinburgh+Ottawa",45.4393428,-75.6866457,K1M 1P2,52,Lots/Acreage,,,,,,,35.36,20.73,"1,575,000"
https://www.zolo.ca/ottawa-real-estate/189-stanley-avenue,"189+Stanley+Avenue,New+Edinburgh+Ottawa",45.4393428,-75.6866457,K1M 1P2,52,Lots/Acreage,,,,,,,35.36,20.73,"1,575,000"
https://www.zolo.ca/ottawa-real-estate/760-chapman-mills-drive/204,"204+-+760+Chapman+Mills+Drive,Chapman+Mills+Ottawa",45.2733803,-75.7195509,K2J 3V2,31,Residential,Apartment,2012,2,2,1,0,0,0,"389,000"
https://www.zolo.ca/ottawa-real-estate/29-mclennan-way,"29+Mclennan+Way,Kanata+Ottawa",45.2991078,-75.8923685,,60,,2-Storey,,4,3,,,,,"599,900"
https://www.zolo.ca/ottawa-real-estate/360-woodfield-drive,"360+Woodfield+Drive,Nepean+Ottawa",45.3343965,-75.7432933,K2G 3W9,23,Residential,Row Unit,1978,3,1,1,0,0,0,"299,900"
https://www.zolo.ca/ottawa-real-estate/233-mackay-street,"233+Mackay+Street,New+Edinburgh+Ottawa",45.4409646,-75.6842831,K1M 2B6,69,Residential,Detached,,4,4,2,0,23.62,9.14,"1,295,000"
https://www.zolo.ca/ottawa-real-estate/227-royal-avenue,"227+Royal+Avenue,Westboro+West+Ottawa",45.3974452,-75.7580772,K2A 1T8,63,Residential,Semi Detached,2020,3,4,2,1,30.48,7.62,"1,450,000"
https://www.zolo.ca/ottawa-real-estate/1025-grenon-avenue/623,"623+-+1025+Grenon+Avenue,Fairfield+Heights+Ottawa",45.3542378,-75.7964215,K2B 8S5,62,Residential,Apartment,1990,2,2,1,1,0,0,"299,900"
https://www.zolo.ca/ottawa-real-estate/11-birch-avenue,"11+Birch+Avenue,Manor+Park+Ottawa",45.4546944,-75.6617223,K1K 3G4,27,Residential,Detached,1948,3,3,3,1,25.91,18.29,"1,149,999"
https://www.zolo.ca/ottawa-real-estate/1500-riverside-drive/301,"301+-+1500+Riverside+Drive,Riverview+Park+Ottawa",45.3892985,-75.6767516,K1G 4J4,30,Residential,Apartment,1986,2,2,1,1,0,0,"539,900"
https://www.zolo.ca/ottawa-real-estate/1169-rideau-bend-crescent,"1169+Rideau+Bend+Crescent,Rideau+Forest+Ottawa",45.2369894,-75.6471046,K4M 1B5,4,Residential,Detached,1989,4,4,6,2,103.89,111.41,"1,200,000"
https://www.zolo.ca/ottawa-real-estate/3548-paul-anka-drive,"3548+Paul+Anka+Drive,Hunt+Club+Ottawa",45.3437785,-75.6719865,K1V 9K7,40,Lots/Acreage,,,,,,,33.22,18.54,"349,880"
https://www.zolo.ca/ottawa-real-estate/1530-prince-of-wales-drive,"1530+Prince+Of+Wales+Drive,Carleton+Heights+Ottawa",45.3654123,-75.7011147,K2C 1P1,54,Residential,Detached,1987,5,4,7,2,59.29,16,"1,150,000"
https://www.zolo.ca/ottawa-real-estate/6081-renaud-road,"6081+Renaud+Road,Orleans+Ottawa",45.4291375,-75.5191386,K1C 7G4,1,Residential,Detached,,3,2,6,0,47.24,30.48,"539,000"
https://www.zolo.ca/ottawa-real-estate/60-springhurst-avenue/412,"412+-+60+Springhurst+Avenue,Old+Ottawa+East+Ottawa",45.4105556,-75.6778232,K1S 5V8,67,Residential,Apartment,2019,1,1,1,1,0,0,"499,500"
https://www.zolo.ca/ottawa-real-estate/515-st-laurent-boulevard/2512,"2512+-+515+St+Laurent+Boulevard,Viscount+Alexander+Park+Ottawa",45.4441568,-75.6475355,K1K 3X5,72,Residential,Apartment,1972,2,1,1,1,0,0,"324,999"
https://www.zolo.ca/ottawa-real-estate/959-north-river-road/405,"405+-+959+North+River+Road,Overbrooke+Ottawa",45.4287972,-75.6680775,K1K 3V3,68,Residential,Apartment,1988,2,2,1,1,0,0,"450,000"
https://www.zolo.ca/ottawa-real-estate/122-willingdon-road,"122+Willingdon+Road,Rockcliffe+Park+Ottawa",45.4485027,-75.6818446,,30,,2-Storey,,4,4,,,,,"2,499,000"
https://www.zolo.ca/ottawa-real-estate/475-laurier-avenue-west/1403,"1403+-+475+Laurier+Avenue,Centretown+Ottawa",45.416494,-75.7046484,K1R 7X1,90,Residential,Apartment,1984,1,1,1,0,0,0,"299,900"
https://www.zolo.ca/ottawa-real-estate/510-stonefield-private/7,"7+-+510+Stonefield+Private,Barrhaven+Ottawa",45.271595,-75.7075266,K2G 4R3,35,Residential,Apartment,2010,2,2,1,0,0,0,"369,900"
https://www.zolo.ca/ottawa-real-estate/816-stanstead-road,"816+Stanstead+Road,Ottawa+South+Ottawa",45.3615148,-75.6738548,K1V 6Y7,17,Residential,Detached,1973,4,3,2,1,30.48,15.47,"729,900"
https://www.zolo.ca/ottawa-real-estate/21-dolan-drive,"21+Dolan+Drive,Barrhaven+Ottawa",45.2762673,-75.7550394,K2J 1V5,52,Residential,Semi Detached,,3,2,2,1,26.74,9.14,"469,900"
https://www.zolo.ca/ottawa-real-estate/1674-boyer-road,"1674+Boyer+Road,Gloucester+Ottawa",45.461029,-75.5298954,,�,,2-Storey,,4,3,,,,,
https://www.zolo.ca/ottawa-real-estate/180-york-street/404,"404+-+180+York+Street,Byward+Market+Ottawa",45.4296856,-75.6885901,K1N 1J6,97,Residential,Apartment,2003,1,1,0,0,0,0,"304,900"
https://www.zolo.ca/ottawa-real-estate/322-perrier-avenue,"322+Perrier+Avenue,Vanier+Ottawa",45.442791,-75.6587126,K1L 5C7,54,Lots/Acreage,,,,,,,30.48,16.46,"489,000"
https://www.zolo.ca/ottawa-real-estate/224-lyon-street/413,"413+-+224+Lyon+Street,Centre+Town+Ottawa",45.4114596,-75.6985679,K1R 5E6,92,Residential,Apartment,2015,0,1,0,0,0,0,"288,800"
https://www.zolo.ca/ottawa-real-estate/545-st-laurent-boulevard/505,"505+-+545+St+Laurent+Boulevard,Viscount+Alexander+Park+Ottawa",45.4448909,-75.6481926,K1K 4H9,77,Residential,Apartment,1986,3,3,1,1,0,0,"557,500"
https://www.zolo.ca/ottawa-real-estate/127-noel-street,"127+Noel+Street,New+Edinburgh+Ottawa",45.4437036,-75.6802511,K1M 2A4,71,Residential,Detached,1955,4,3,3,0,36.94,13.17,"1,299,000"
https://www.zolo.ca/ottawa-real-estate/48-vaan-drive,"48+Vaan+Drive,Merivale+Gardens+Ottawa",45.3237405,-75.7399145,K2G 0C6,8,Residential,Detached,,2,1,3,0,45.72,40.84,"529,900"
https://www.zolo.ca/ottawa-real-estate/27-lambton-avenue,"27+Lambton+Avenue,Ottawa",45.4458117,-75.6735482,K1M 0Z8,69,Residential,Semi Detached,2021,3,3,2,1,24.84,7.62,"1,325,000"
https://www.zolo.ca/ottawa-real-estate/238-besserer-street/101,"101+-+238+Besserer+Street,Sandy+Hill+Ottawa",45.4277362,-75.6856101,K1N 6B1,95,Residential,Apartment,2013,1,1,1,1,0,0,"459,900"
https://www.zolo.ca/ottawa-real-estate/396-via-verona-avenue,"396+Via+Verona+Avenue,Longfields+Ottawa",45.2823078,-75.7482825,K2J 5X8,42,Residential,Row Unit,2013,3,3,2,1,36.52,6,"487,900"
https://www.zolo.ca/ottawa-real-estate/824-nesbitt-place,"824+Nesbitt+Place,Ottawa+Ottawa",45.3674795,-75.6994763,,�,,2-Storey,,4,3,,,,,
